Age of House (in Years) (bin),Condition of the house,Living area after renovation 2,Renovation Age Group,Renovation Status,Sale Price (bin),Years Since Renovation (bin),Zipcode Group,Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Condition of the House Excellent,Condition of the House Fair,Condition of the House Good,Condition of the House Okay,Count of Sales Price,Ever Renovated Yes,Flat Area (in Sqft),Latitude,Living Area after Renovation (in Sqft),Longitude,Lot Area (in Sqft),Lot Area after Renovation (in Sqft),No of Bathrooms,No of Bedrooms,No of Floors,No of Times Visited,Number of records,Overall Grade,Sale Price,Total Records,Waterfront View Yes,Years Since Renovation
50,Excellent,Medium,0,Recently Renovated,285750,0,00000,52,1400,560,0,1,0,0,1,0,1960,47.4436,2060,-122.21,17126,11466,2.25,3,1,0,1,8,285750,1,0,0
50,Excellent,Medium,0,Recently Renovated,315000,0,00000,53,2170,0,0,1,0,0,1,0,2170,47.4562,2080,-122.33,8480,8452,2.25,3,1,0,1,8,315000,1,0,0
50,Excellent,Medium,0,Recently Renovated,250000,0,00000,53,1520,400,0,1,0,0,1,0,1920,47.4562,2170,-122.33,7738,8452,2.25,3,1,0,1,8,250000,1,0,0
50,Excellent,Medium,0,Recently Renovated,438000,0,00000,53,1340,1000,0,1,0,0,1,0,2340,47.5715,2340,-122.124,14279,13600,2.25,3,1,0,1,8,438000,1,0,0
50,Excellent,Large,0,Recently Renovated,898000,0,00000,54,2580,0,0,1,0,0,1,0,2580,47.6113,2580,-122.164,11060,13868,2.25,3,1,0,1,8,898000,1,0,0
50,Excellent,Medium,0,Recently Renovated,355000,0,00000,54,1300,680,0,1,0,0,1,0,1980,47.7625,1820,-122.36,7200,8250,2.25,3,1,0,1,8,355000,1,0,0
50,Excellent,Medium,0,Recently Renovated,382000,0,00000,55,1270,480,0,1,0,0,1,0,1750,47.7739,2170,-122.274,15528,12000,2.25,3,1,0,1,8,382000,1,0,0
50,Excellent,Medium,0,Recently Renovated,595000,0,00000,56,1400,1000,0,1,0,0,1,0,2400,47.6901,1720,-122.282,16301,9828,2.25,3,1,0,1,8,595000,1,0,0
50,Excellent,Medium,0,Recently Renovated,490000,0,00000,57,2040,340,0,1,0,0,1,0,2380,47.6955,1680,-122.275,6000,7200,2.25,3,1,0,1,8,490000,1,0,0
50,Excellent,Medium,0,Recently Renovated,472800,0,00000,57,1290,550,0,1,0,0,1,0,1840,47.5497,2110,-122.172,8400,8400,2.25,3,1,0,1,8,472800,1,0,0
50,Excellent,Medium,0,Recently Renovated,524000,0,00000,57,1440,700,0,1,0,0,1,0,2140,47.6949,2060,-122.396,6720,6720,2.25,3,1,0,1,8,524000,1,0,0
50,Excellent,Medium,0,Recently Renovated,385000,0,00000,58,1340,340,0,1,0,0,1,0,1680,47.7575,1850,-122.361,8450,8300,2.25,3,1,0,1,8,385000,1,0,0
50,Excellent,Large,0,Recently Renovated,640000,0,00000,59,1980,0,0,1,0,0,1,0,1980,47.6384,2800,-122.174,10115,10143,2.25,3,1,0,1,8,640000,1,0,0
50,Excellent,Medium,0,Recently Renovated,625000,0,00000,59,1470,500,0,1,0,0,1,0,1970,47.6703,1980,-122.41,4564,5000,2.25,3,1,0,1,8,625000,1,0,0
60,Excellent,Medium,0,Recently Renovated,399000,0,00000,60,1420,460,0,1,0,0,1,0,1880,47.7623,2300,-122.256,12473,10469,2.25,3,1,0,1,8,399000,1,0,0
60,Excellent,Medium,0,Recently Renovated,435000,0,00000,60,1240,500,0,1,0,0,1,0,1740,47.7758,2080,-122.379,8491,8494,2.25,3,1,0,1,8,435000,1,0,0
60,Excellent,Medium,0,Recently Renovated,565000,0,00000,60,1510,1050,0,1,0,0,1,0,2560,47.7124,1980,-122.303,8040,8040,2.25,3,1,0,1,8,565000,1,0,0
60,Excellent,Medium,0,Recently Renovated,680000,0,00000,62,1710,1210,0,1,0,0,1,0,2920,47.7065,1940,-122.37,6300,6300,2.25,3,1,0,1,8,680000,1,0,0
60,Excellent,Medium,0,Recently Renovated,590000,0,00000,67,1460,750,0,1,0,0,1,0,2210,47.6891,1900,-122.318,5742,4590,2.25,3,1,0,1,8,590000,1,0,0
70,Excellent,Large,0,Recently Renovated,1100000,0,00000,70,1420,1000,0,1,0,0,1,0,2420,47.6867,2500,-122.275,7200,7200,2.25,3,1,0,1,8,1100000,1,0,0
0,Excellent,Medium,0,Recently Renovated,465000,0,00000,4,1920,0,0,1,0,0,1,0,1920,47.2683,2010,-121.946,144619,48787,2.5,3,1,0,1,8,465000,1,0,0
10,Excellent,Medium,0,Recently Renovated,728050,0,00000,10,2320,0,0,1,0,0,1,0,2320,47.7158,1680,-122.016,6775,4750,2.5,3,1,0,1,8,728050,1,0,0
10,Excellent,Medium,0,Recently Renovated,439000,0,00000,12,1810,1370,0,1,0,0,1,0,3180,47.489,1950,-122.181,7904,7800,2.5,3,1,0,1,8,439000,1,0,0
10,Excellent,Small,0,Recently Renovated,270000,0,00000,13,1808,0,0,1,0,0,1,0,1808,47.2598,1450,-122.281,19200,14400,2.5,3,1,0,1,8,270000,1,0,0
10,Excellent,Medium,0,Recently Renovated,738500,0,00000,13,2300,0,0,1,0,0,1,0,2300,47.7067,1640,-122.013,6009,5931,2.5,3,1,0,1,8,738500,1,0,0
10,Excellent,Medium,0,Recently Renovated,840000,0,00000,14,3050,0,0,1,0,0,1,0,3050,47.7034,1970,-122.072,33920,60984,2.5,3,1,0,1,8,840000,1,0,0
10,Excellent,Medium,0,Recently Renovated,748000,0,00000,14,1300,1300,0,1,0,0,1,0,2600,47.6984,1860,-122.201,10183,10401,2.5,3,1,0,1,8,748000,1,0,0
20,Excellent,Medium,0,Recently Renovated,475000,0,00000,20,1160,540,0,1,0,0,1,0,1700,47.5369,1590,-122.378,9100,8374,2.5,3,1,0,1,8,475000,1,0,0
20,Excellent,Large,0,Recently Renovated,358500,0,00000,20,1360,640,0,1,0,0,1,0,2000,47.3724,2530,-122.107,8057,8964,2.5,3,1,0,1,8,358500,1,0,0
20,Excellent,Large,0,Recently Renovated,635000,0,00000,20,1950,1660,0,1,0,0,1,0,3610,47.6306,2620,-121.968,26359,26427,2.5,3,1,0,1,8,635000,1,0,0
20,Excellent,Medium,0,Recently Renovated,510000,0,00000,22,1390,440,0,1,0,0,1,0,1830,47.7478,2310,-122.247,8133,11522,2.5,3,1,0,1,8,510000,1,0,0
20,Excellent,Medium,0,Recently Renovated,350000,0,00000,26,2180,0,0,1,0,0,1,0,2180,47.2688,2090,-122.309,15484,10775,2.5,3,1,0,1,8,350000,1,0,0
20,Excellent,Medium,0,Recently Renovated,427000,0,00000,27,1520,310,0,1,0,0,1,0,1830,47.4553,2100,-121.75,65340,84942,2.5,3,1,0,1,8,427000,1,0,0
20,Excellent,Medium,0,Recently Renovated,702000,0,00000,27,1760,430,0,1,0,0,1,0,2190,47.6943,2060,-122.209,8528,9811,2.5,3,1,0,1,8,702000,1,0,0
20,Excellent,Medium,0,Recently Renovated,246000,0,00000,28,1290,360,0,1,0,0,1,0,1650,47.2899,1880,-122.372,6675,6675,2.5,3,1,0,1,8,246000,1,0,0
20,Excellent,Medium,0,Recently Renovated,537100,0,00000,28,1870,580,0,1,0,0,1,0,2450,47.5308,2450,-122.171,7051,8788,2.5,3,1,0,1,8,537100,1,0,0
20,Excellent,Medium,0,Recently Renovated,475000,0,00000,28,1550,730,0,1,0,0,1,0,2280,47.735,2030,-122.159,3710,3710,2.5,3,1,0,1,8,475000,1,0,0
20,Excellent,Large,0,Recently Renovated,589000,0,00000,29,2660,0,0,1,0,0,1,0,2660,47.6042,2660,-121.956,206480,206736,2.5,3,1,0,1,8,589000,1,0,0
20,Excellent,Large,0,Recently Renovated,590000,0,00000,29,3360,0,0,1,0,0,1,0,3360,47.6601,2650,-121.946,218235,220849,2.5,3,1,0,1,8,590000,1,0,0
20,Excellent,Medium,0,Recently Renovated,506400,0,00000,29,1700,400,0,1,0,0,1,0,2100,47.5329,2430,-122.173,9040,8809,2.5,3,1,0,1,8,506400,1,0,0
20,Excellent,Medium,0,Recently Renovated,560000,0,00000,29,1460,500,0,1,0,0,1,0,1960,47.6339,1960,-122.026,9686,8254,2.5,3,1,0,1,8,560000,1,0,0
30,Excellent,Medium,0,Recently Renovated,289950,0,00000,30,1770,0,0,1,0,0,1,0,1770,47.3196,2200,-122.272,9450,8582,2.5,3,1,0,1,8,289950,1,0,0
30,Excellent,Medium,0,Recently Renovated,394000,0,00000,30,1370,0,0,1,0,0,1,0,1370,47.7139,1630,-122.203,4400,4400,2.5,3,1,0,1,8,394000,1,0,0
30,Excellent,Medium,0,Recently Renovated,562500,0,00000,30,2030,0,0,1,0,0,1,0,2030,47.6187,2040,-122.044,7549,7130,2.5,3,1,0,1,8,562500,1,0,0
30,Excellent,Medium,0,Recently Renovated,572000,0,00000,31,1690,670,0,1,0,0,1,0,2360,47.5374,2280,-122.053,9938,9626,2.5,3,1,0,1,8,572000,1,0,0
30,Excellent,Medium,0,Recently Renovated,279000,0,00000,33,1320,310,0,1,0,0,1,0,1630,47.4224,1650,-122.159,7950,7952,2.5,3,1,0,1,8,279000,1,0,0
30,Excellent,Medium,0,Recently Renovated,400000,0,00000,34,1450,0,0,1,0,0,1,0,1450,47.6256,1710,-122.037,8064,9554,2.5,3,1,0,1,8,400000,1,0,0
30,Excellent,Medium,0,Recently Renovated,339950,0,00000,34,1840,550,0,1,0,0,1,0,2390,47.3546,2460,-122.081,34041,35686,2.5,3,1,0,1,8,339950,1,0,0
30,Excellent,Medium,0,Recently Renovated,275000,0,00000,35,1000,720,0,1,0,0,1,0,1720,47.3186,1720,-122.391,8755,8690,2.5,3,1,0,1,8,275000,1,0,0
30,Excellent,Medium,0,Recently Renovated,540000,0,00000,35,1230,950,0,1,0,0,1,0,2180,47.717,1930,-122.101,11100,12000,2.5,3,1,0,1,8,540000,1,0,0
30,Excellent,Medium,0,Recently Renovated,455000,0,00000,38,1470,400,0,1,0,0,1,0,1870,47.7265,1930,-122.206,7344,7344,2.5,3,1,0,1,8,455000,1,0,0
30,Excellent,Medium,0,Recently Renovated,432500,0,00000,39,1340,600,0,1,0,0,1,0,1940,47.7471,2080,-122.075,10800,9600,2.5,3,1,0,1,8,432500,1,0,0
30,Excellent,Medium,0,Recently Renovated,339950,0,00000,39,1290,850,0,1,0,0,1,0,2140,47.5053,2090,-122.186,7641,8000,2.5,3,1,0,1,8,339950,1,0,0
30,Excellent,Medium,0,Recently Renovated,685000,0,00000,39,1630,890,0,1,0,0,1,0,2520,47.5652,2220,-122.089,10175,8388,2.5,3,1,0,1,8,685000,1,0,0
40,Excellent,Medium,0,Recently Renovated,432500,0,00000,40,1600,790,0,1,0,0,1,0,2390,47.726,2020,-122.194,6435,7300,2.5,3,1,0,1,8,432500,1,0,0
40,Excellent,Medium,0,Recently Renovated,530000,0,00000,40,1550,1090,0,1,0,0,1,0,2640,47.5875,2120,-122.177,13775,12432,2.5,3,1,0,1,8,530000,1,0,0
40,Excellent,Medium,0,Recently Renovated,549950,0,00000,44,1430,650,0,1,0,0,1,0,2080,47.4424,2400,-122.344,8690,9625,2.5,3,1,0,1,8,549950,1,0,0
40,Excellent,Medium,0,Recently Renovated,685900,0,00000,46,2290,0,0,1,0,0,1,0,2290,47.691,1770,-122.387,9142,8035,2.5,3,1,0,1,8,685900,1,0,0
50,Excellent,Medium,0,Recently Renovated,284000,0,00000,50,1550,600,0,1,0,0,1,0,2150,47.4578,1950,-122.274,9375,9100,2.5,3,1,0,1,8,284000,1,0,0
50,Excellent,Medium,0,Recently Renovated,200100,0,00000,50,1340,700,0,1,0,0,1,0,2040,47.3334,2370,-122.322,15463,12672,2.5,3,1,0,1,8,200126,1,0,0
50,Excellent,Medium,0,Recently Renovated,425000,0,00000,51,2650,0,0,1,0,0,1,0,2650,47.4212,1940,-122.144,144183,41210,2.5,3,1,0,1,8,425000,1,0,0
50,Excellent,Medium,0,Recently Renovated,542000,0,00000,54,1540,450,0,1,0,0,1,0,1990,47.6205,2470,-122.141,15985,10125,2.5,3,1,0,1,8,542000,1,0,0
50,Excellent,Medium,0,Recently Renovated,579000,0,00000,57,1800,500,0,1,0,0,1,0,2300,47.7767,2460,-122.369,18540,18540,2.5,3,1,0,1,8,579000,1,0,0
60,Excellent,Medium,0,Recently Renovated,550000,0,00000,60,1320,820,0,1,0,0,1,0,2140,47.5602,1980,-122.184,10136,11200,2.5,3,1,0,1,8,550000,1,0,0
60,Excellent,Medium,0,Recently Renovated,1129550,0,00000,62,1550,640,0,1,0,0,1,0,2190,47.6685,2190,-122.409,11394,9540,2.5,3,1,0,1,8,1129575,1,0,0
60,Excellent,Medium,0,Recently Renovated,872500,0,00000,67,1840,200,0,1,0,0,1,0,2040,47.6334,1820,-122.35,6000,4920,2.5,3,1,0,1,8,872500,1,0,0
30,Excellent,Medium,0,Recently Renovated,300000,0,00000,31,1340,750,0,1,0,0,1,0,2090,47.2741,2150,-122.337,9620,9660,2.75,3,1,0,1,8,300000,1,0,0
30,Excellent,Medium,0,Recently Renovated,310000,0,00000,31,1340,750,0,1,0,0,1,0,2090,47.2741,2150,-122.337,9620,9660,2.75,3,1,0,1,8,310000,1,0,0
30,Excellent,Large,0,Recently Renovated,490000,0,00000,32,1990,0,0,1,0,0,1,0,1990,47.5544,3120,-122.035,31200,29625,2.75,3,1,0,1,8,490000,1,0,0
30,Excellent,Medium,0,Recently Renovated,300000,0,00000,34,1210,700,0,1,0,0,1,0,1910,47.3128,2450,-122.345,15508,7989,2.75,3,1,0,1,8,300000,1,0,0
30,Excellent,Medium,0,Recently Renovated,502000,0,00000,39,1360,650,0,1,0,0,1,0,2010,47.7728,2200,-122.253,11200,10640,2.75,3,1,0,1,8,502000,1,0,0
40,Excellent,Medium,0,Recently Renovated,575000,0,00000,40,1530,460,0,1,0,0,1,0,1990,47.532,2170,-122.05,9600,10400,2.75,3,1,0,1,8,575000,1,0,0
40,Excellent,Medium,0,Recently Renovated,623000,0,00000,45,1450,940,0,1,0,0,1,0,2390,47.7339,2390,-122.183,21804,10136,2.75,3,1,0,1,8,623000,1,0,0
50,Excellent,Medium,0,Recently Renovated,286300,0,00000,54,1260,740,0,1,0,0,1,0,2000,47.5066,2130,-122.259,6405,6510,2.75,3,1,0,1,8,286300,1,0,0
0,Excellent,Medium,0,Recently Renovated,445000,0,00000,8,1970,0,0,1,0,0,1,0,1970,47.7651,2150,-122.246,24318,14695,3,3,1,0,1,8,445000,1,0,0
10,Excellent,Medium,0,Recently Renovated,400000,0,00000,17,1450,640,0,1,0,0,1,0,2090,47.7408,2090,-121.974,7634,9600,3,3,1,0,1,8,400000,1,0,0
40,Excellent,Large,0,Recently Renovated,350000,0,00000,40,2360,840,0,1,0,0,1,0,3200,47.4121,3090,-122.154,35782,37887,3,3,1,0,1,8,350000,1,0,0
40,Excellent,Medium,0,Recently Renovated,300000,0,00000,41,2240,610,0,1,0,0,1,0,2850,47.4655,1800,-122.209,9375,9375,3,3,1,0,1,8,300000,1,0,0
10,Excellent,Medium,0,Recently Renovated,675000,0,00000,14,2300,0,0,1,0,0,1,0,2300,47.7122,2170,-122.026,5611,5926,3.5,3,1,0,1,8,675000,1,0,0
50,Excellent,Medium,0,Recently Renovated,345100,0,00000,59,1360,590,0,1,0,0,1,0,1950,47.505,1950,-122.258,8625,6670,3.75,3,1,0,1,8,345100,1,0,0
40,Excellent,Medium,0,Recently Renovated,456000,0,00000,40,1270,950,0,1,0,0,1,0,2220,47.6734,2030,-122.185,12385,8831,1.5,4,1,0,1,8,456000,1,0,0
50,Excellent,Large,0,Recently Renovated,555000,0,00000,52,1650,1400,0,1,0,0,1,0,3050,47.5266,2930,-122.189,82764,10074,1.5,4,1,0,1,8,555000,1,0,0
50,Excellent,Medium,0,Recently Renovated,495000,0,00000,58,1210,600,0,1,0,0,1,0,1810,47.726,1830,-122.297,7998,7763,1.5,4,1,0,1,8,495000,1,0,0
60,Excellent,Medium,0,Recently Renovated,240000,0,00000,63,1920,0,0,1,0,0,1,0,1920,47.4961,2020,-122.235,7973,8840,1.5,4,1,0,1,8,240000,1,0,0
60,Excellent,Medium,0,Recently Renovated,579000,0,00000,63,1520,960,0,1,0,0,1,0,2480,47.5233,1810,-122.386,6000,6000,1.5,4,1,0,1,8,579000,1,0,0
60,Excellent,Medium,0,Recently Renovated,676100,0,00000,64,1290,980,0,1,0,0,1,0,2270,47.6743,2120,-122.269,6010,5987,1.5,4,1,0,1,8,676101,1,0,0
30,Excellent,Medium,0,Recently Renovated,400000,0,00000,30,1770,0,0,1,0,0,1,0,1770,47.7438,2150,-122.247,12875,12875,1.75,4,1,0,1,8,400000,1,0,0
30,Excellent,Medium,0,Recently Renovated,430000,0,00000,35,1710,0,0,1,0,0,1,0,1710,47.7721,1940,-122.293,7724,7724,1.75,4,1,0,1,8,430000,1,0,0
30,Excellent,Large,0,Recently Renovated,550000,0,00000,36,1890,660,0,1,0,0,1,0,2550,47.7707,2560,-122.123,39460,38638,1.75,4,1,0,1,8,550000,1,0,0
30,Excellent,Medium,0,Recently Renovated,725000,0,00000,39,1720,630,0,1,0,0,1,0,2350,47.5634,2220,-122.087,7574,8496,1.75,4,1,0,1,8,725000,1,0,0
30,Excellent,Medium,0,Recently Renovated,650000,0,00000,39,1470,920,0,1,0,0,1,0,2390,47.7061,2110,-122.163,12000,12000,1.75,4,1,0,1,8,650000,1,0,0
30,Excellent,Medium,0,Recently Renovated,525000,0,00000,39,1480,940,0,1,0,0,1,0,2420,47.5637,2370,-122.085,7672,7699,1.75,4,1,0,1,8,525000,1,0,0
40,Excellent,Medium,0,Recently Renovated,660000,0,00000,40,1620,250,0,1,0,0,1,0,1870,47.5938,2060,-122.154,10450,10450,1.75,4,1,0,1,8,660000,1,0,0
40,Excellent,Medium,0,Recently Renovated,495000,0,00000,40,1910,660,0,1,0,0,1,0,2570,47.626,2200,-122.048,12039,12384,1.75,4,1,0,1,8,495000,1,0,0
40,Excellent,Large,0,Recently Renovated,420000,0,00000,40,1610,770,0,1,0,0,1,0,2380,47.6262,2540,-122.049,15324,12608,1.75,4,1,0,1,8,420000,1,0,0
40,Excellent,Medium,0,Recently Renovated,330000,0,00000,40,1610,830,0,1,0,0,1,0,2440,47.3743,2180,-122.285,7350,7680,1.75,4,1,0,1,8,330000,1,0,0
40,Excellent,Medium,0,Recently Renovated,530000,0,00000,40,1710,1150,0,1,0,0,1,0,2860,47.7605,2460,-122.085,48351,43560,1.75,4,1,0,1,8,530000,1,0,0
40,Excellent,Medium,0,Recently Renovated,583500,0,00000,40,1710,1150,0,1,0,0,1,0,2860,47.7605,2460,-122.085,48351,43560,1.75,4,1,0,1,8,583500,1,0,0
40,Excellent,Medium,0,Recently Renovated,385000,0,00000,41,1540,430,0,1,0,0,1,0,1970,47.7719,1900,-122.255,10358,10358,1.75,4,1,0,1,8,385000,1,0,0
40,Excellent,Medium,0,Recently Renovated,263500,0,00000,41,1640,570,0,1,0,0,1,0,2210,47.3268,2070,-122.328,6375,7210,1.75,4,1,0,1,8,263500,1,0,0
40,Excellent,Medium,0,Recently Renovated,540000,0,00000,41,1440,600,0,1,0,0,1,0,2040,47.7611,1910,-122.298,9322,10026,1.75,4,1,0,1,8,540000,1,0,0
40,Excellent,Medium,0,Recently Renovated,455000,0,00000,42,1410,380,0,1,0,0,1,0,1790,47.7453,1870,-122.129,45738,47480,1.75,4,1,0,1,8,455000,1,0,0
40,Excellent,Medium,0,Recently Renovated,555000,0,00000,42,1620,640,0,1,0,0,1,0,2260,47.6224,1960,-122.109,11000,10000,1.75,4,1,0,1,8,555000,1,0,0
40,Excellent,Medium,0,Recently Renovated,580000,0,00000,43,1420,300,0,1,0,0,1,0,1720,47.6506,2210,-122.121,6975,7875,1.75,4,1,0,1,8,580000,1,0,0
40,Excellent,Medium,0,Recently Renovated,700000,0,00000,43,1610,730,0,1,0,0,1,0,2340,47.6401,2470,-122.108,9100,11000,1.75,4,1,0,1,8,700000,1,0,0
40,Excellent,Medium,0,Recently Renovated,675000,0,00000,43,1140,760,0,1,0,0,1,0,1900,47.6579,2280,-122.197,8800,8800,1.75,4,1,0,1,8,675000,1,0,0
40,Excellent,Medium,0,Recently Renovated,540400,0,00000,44,1680,0,0,1,0,0,1,0,1680,47.641,1910,-122.113,6758,7000,1.75,4,1,0,1,8,540400,1,0,0
40,Excellent,Medium,0,Recently Renovated,442200,0,00000,44,1620,0,0,1,0,0,1,0,1620,47.6788,1920,-122.11,8132,8400,1.75,4,1,0,1,8,442200,1,0,0
40,Excellent,Medium,0,Recently Renovated,459950,0,00000,44,1780,650,0,1,0,0,1,0,2430,47.7687,2340,-122.276,9747,10296,1.75,4,1,0,1,8,459950,1,0,0
40,Excellent,Medium,0,Recently Renovated,375000,0,00000,44,970,970,0,1,0,0,1,0,1940,47.7578,1940,-122.094,15909,15120,1.75,4,1,0,1,8,375000,1,0,0
40,Excellent,Medium,0,Recently Renovated,559500,0,00000,45,1650,0,0,1,0,0,1,0,1650,47.5688,1850,-122.087,7088,7523,1.75,4,1,0,1,8,559500,1,0,0
40,Excellent,Medium,0,Recently Renovated,525000,0,00000,48,1650,0,0,1,0,0,1,0,1650,47.6652,1700,-122.146,8560,8560,1.75,4,1,0,1,8,525000,1,0,0
40,Excellent,Medium,0,Recently Renovated,419950,0,00000,49,1870,0,0,1,0,0,1,0,1870,47.7482,1870,-122.083,16549,10804,1.75,4,1,0,1,8,419950,1,0,0
50,Excellent,Medium,0,Recently Renovated,606150,0,00000,51,1370,400,0,1,0,0,1,0,1770,47.6208,2040,-122.099,9848,9587,1.75,4,1,0,1,8,606150,1,0,0
50,Excellent,Medium,0,Recently Renovated,492650,0,00000,51,1640,480,0,1,0,0,1,0,2120,47.7753,2310,-122.365,9786,8787,1.75,4,1,0,1,8,492650,1,0,0
50,Excellent,Medium,0,Recently Renovated,290000,0,00000,51,1360,730,0,1,0,0,1,0,2090,47.4792,2040,-122.357,12750,12300,1.75,4,1,0,1,8,290000,1,0,0
50,Excellent,Medium,0,Recently Renovated,565000,0,00000,52,2030,0,0,1,0,0,1,0,2030,47.6274,2000,-122.094,7350,7998,1.75,4,1,0,1,8,565000,1,0,0
50,Excellent,Medium,0,Recently Renovated,600000,0,00000,52,1800,1250,0,1,0,0,1,0,3050,47.7228,2020,-122.183,9440,8660,1.75,4,1,0,1,8,600000,1,0,0
50,Excellent,Medium,0,Recently Renovated,525300,0,00000,53,1680,840,0,1,0,0,1,0,2520,47.7721,2340,-122.372,7770,7770,1.75,4,1,0,1,8,525300,1,0,0
50,Excellent,Medium,0,Recently Renovated,525000,0,00000,53,1220,900,0,1,0,0,1,0,2120,47.6003,2160,-122.144,7725,7725,1.75,4,1,0,1,8,525000,1,0,0
50,Excellent,Medium,0,Recently Renovated,450000,0,00000,54,2190,0,0,1,0,0,1,0,2190,47.7108,2040,-122.239,9752,9964,1.75,4,1,0,1,8,450000,1,0,0
50,Excellent,Large,0,Recently Renovated,334950,0,00000,57,1700,0,0,1,0,0,1,0,1700,47.3439,2760,-122.198,40973,40973,1.75,4,1,0,1,8,334950,1,0,0
50,Excellent,Medium,0,Recently Renovated,624000,0,00000,57,1440,1270,0,1,0,0,1,0,2710,47.5523,1960,-122.379,9216,6350,1.75,4,1,0,1,8,624000,1,0,0
50,Excellent,Medium,0,Recently Renovated,842000,0,00000,58,2170,0,0,1,0,0,1,0,2170,47.5685,1910,-122.217,9525,9525,1.75,4,1,0,1,8,842000,1,0,0
50,Excellent,Small,0,Recently Renovated,604000,0,00000,58,1350,140,0,1,0,0,1,0,1490,47.6388,1380,-122.399,4485,4846,1.75,4,1,0,1,8,604000,1,0,0
50,Excellent,Small,0,Recently Renovated,495000,0,00000,59,1130,470,0,1,0,0,1,0,1600,47.701,1090,-122.306,6380,6380,1.75,4,1,0,1,8,495000,1,0,0
60,Excellent,Medium,0,Recently Renovated,455000,0,00000,60,3060,0,0,1,0,0,1,0,3060,47.744,2180,-122.087,94089,43995,1.75,4,1,0,1,8,455000,1,0,0
60,Excellent,Small,0,Recently Renovated,616000,0,00000,61,1700,0,0,1,0,0,1,0,1700,47.6539,1480,-122.408,5846,5177,1.75,4,1,0,1,8,616000,1,0,0
60,Excellent,Medium,0,Recently Renovated,280000,0,00000,61,1450,800,0,1,0,0,1,0,2250,47.3303,1930,-122.351,16000,16000,1.75,4,1,0,1,8,280000,1,0,0
60,Excellent,Medium,0,Recently Renovated,735000,0,00000,63,1340,760,0,1,0,0,1,0,2100,47.6079,2060,-122.195,7960,7960,1.75,4,1,0,1,8,735000,1,0,0
60,Excellent,Medium,0,Recently Renovated,559000,0,00000,64,1450,800,0,1,0,0,1,0,2250,47.5235,1950,-122.383,8458,7198,1.75,4,1,0,1,8,559000,1,0,0
60,Excellent,Medium,0,Recently Renovated,566000,0,00000,64,1340,1100,0,1,0,0,1,0,2440,47.6823,2170,-122.371,5000,5000,1.75,4,1,0,1,8,566000,1,0,0
60,Excellent,Medium,0,Recently Renovated,650500,0,00000,65,1290,1050,0,1,0,0,1,0,2340,47.6789,1930,-122.281,5940,5940,1.75,4,1,0,1,8,650500,1,0,0
60,Excellent,Medium,0,Recently Renovated,599950,0,00000,66,1510,1210,0,1,0,0,1,0,2720,47.6788,2120,-122.283,7810,7315,1.75,4,1,0,1,8,599950,1,0,0
60,Excellent,Medium,0,Recently Renovated,401000,0,00000,66,1780,1230,0,1,0,0,1,0,3010,47.707,2040,-122.316,12523,7560,1.75,4,1,0,1,8,401000,1,0,0
60,Excellent,Medium,0,Recently Renovated,380000,0,00000,68,1610,420,0,1,0,0,1,0,2030,47.7278,1650,-122.297,12518,7872,1.75,4,1,0,1,8,380000,1,0,0
60,Excellent,Medium,0,Recently Renovated,210000,0,00000,68,1180,1000,0,1,0,0,1,0,2180,47.405,2180,-122.288,28710,28710,1.75,4,1,0,1,8,210000,1,0,0
10,Excellent,Small,0,Recently Renovated,333000,0,00000,10,2750,0,0,1,0,0,1,0,2750,47.457,1340,-122.189,9001,11050,2,4,1,0,1,8,333000,1,0,0
10,Excellent,Medium,0,Recently Renovated,390000,0,00000,14,1900,0,0,1,0,0,1,0,1900,47.3491,1740,-122.113,76877,34848,2,4,1,0,1,8,390000,1,0,0
10,Excellent,Medium,0,Recently Renovated,590000,0,00000,16,2490,0,0,1,0,0,1,0,2490,47.2725,1910,-121.929,339332,129373,2,4,1,0,1,8,590000,1,0,0
10,Excellent,Medium,0,Recently Renovated,337000,0,00000,17,1590,0,0,1,0,0,1,0,1590,47.7408,2090,-121.974,8779,9600,2,4,1,0,1,8,337000,1,0,0
20,Excellent,Medium,0,Recently Renovated,315000,0,00000,23,2020,0,0,1,0,0,1,0,2020,47.3391,1940,-122.309,7767,8239,2,4,1,0,1,8,315000,1,0,0
50,Excellent,Medium,0,Recently Renovated,325000,0,00000,52,1870,0,0,1,0,0,1,0,1870,47.4619,2270,-122.196,7700,8580,2,4,1,0,1,8,325000,1,0,0
50,Excellent,Medium,0,Recently Renovated,550000,0,00000,52,1660,0,0,1,0,0,1,0,1660,47.6231,1820,-122.102,12377,8968,2,4,1,0,1,8,550000,1,0,0
50,Excellent,Medium,0,Recently Renovated,525000,0,00000,52,1460,1220,0,1,0,0,1,0,2680,47.4286,2100,-122.292,14157,9199,2,4,1,0,1,8,525000,1,0,0
50,Excellent,Medium,0,Recently Renovated,400000,0,00000,54,1320,240,0,1,0,0,1,0,1560,47.7565,1870,-122.358,8250,8258,2,4,1,0,1,8,400000,1,0,0
50,Excellent,Medium,0,Recently Renovated,410000,0,00000,57,1820,150,0,1,0,0,1,0,1970,47.479,2090,-122.356,10500,12300,2,4,1,0,1,8,410000,1,0,0
